CCG21CDH,ccg_name,trust_code,trust_name
15N,NHS DEVON CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
15N,NHS DEVON CCG,RV3HC,IAPT SERVICES
16C,NHS TEES VALLEY CCG,NJG,ALLIANCE PSYCHOLOGY SERVICES LTD
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST
26A,NHS NORFOLK AND WAVENEY CCG,RWK4D,GILBERT HITCHCOCK HOUSE
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
36L,NHS SOUTH WEST LONDON CCG,RKL07,EALING IAPT
36L,NHS SOUTH WEST LONDON CCG,RV3AR,MILL HOUSE
42D,NHS NORTH YORKSHIRE CCG,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST"
42D,NHS NORTH YORKSHIRE CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,NDC08,INSIGHT HEALTHCARE - NOTTINGHAM CITY
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,NDC09,INSIGHT HEALTHCARE - NOTTINGHAMSHIRE
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,NDC18,INSIGHT HEALTHCARE MID NOTTINGHAMSHIRE
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,NWC11,VITA HEALTH GROUP: VITAMINDS DERBY
70F,NHS WEST SUSSEX CCG,RKL14,LAKESIDE UNIT
70F,NHS WEST SUSSEX CCG,RV3HC,IAPT SERVICES
71E,NHS LINCOLNSHIRE CCG,NKI,TURNING POINT
71E,NHS LINCOLNSHIRE CCG,RWK4D,GILBERT HITCHCOCK HOUSE
72Q,NHS SOUTH EAST LONDON CCG,NIW,FAVERSHAM COUNSELLING SERVICE LTD
72Q,NHS SOUTH EAST LONDON CCG,RV3AR,MILL HOUSE
72Q,NHS SOUTH EAST LONDON CCG,RV3HC,IAPT SERVICES
72Q,NHS SOUTH EAST LONDON CCG,TAF88,CAMDEN IAPT
72Q,NHS SOUTH EAST LONDON CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
78H,NHS NORTHAMPTONSHIRE CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
78H,NHS NORTHAMPTONSHIRE CCG,RV3HC,IAPT SERVICES
78H,NHS NORTHAMPTONSHIRE CCG,RW4,MERSEY CARE NHS FOUNDATION TRUST
78H,NHS NORTHAMPTONSHIRE CCG,RWK4D,GILBERT HITCHCOCK HOUSE
84H,NHS COUNTY DURHAM CCG,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST
84H,NHS COUNTY DURHAM CCG,RWK4D,GILBERT HITCHCOCK HOUSE
91Q,NHS KENT AND MEDWAY CCG,NDC07,INSIGHT HEALTHCARE TALKING THERAPIES (KENT & MEDWAY)
91Q,NHS KENT AND MEDWAY CCG,NDC16,MEDWAY TALKING THERAPIES
91Q,NHS KENT AND MEDWAY CCG,RV3AR,MILL HOUSE
91Q,NHS KENT AND MEDWAY CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
92A,NHS SURREY HEARTLANDS CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
92A,NHS SURREY HEARTLANDS CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
92A,NHS SURREY HEARTLANDS CCG,RWK4D,GILBERT HITCHCOCK HOUSE
92A,NHS SURREY HEARTLANDS CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
92A,NHS SURREY HEARTLANDS CCG,TAF90,KINGSTON DRUG & ALCOHOL SERVICE
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
93C,NHS NORTH CENTRAL LONDON CCG,RV3AR,MILL HOUSE
93C,NHS NORTH CENTRAL LONDON CCG,RWK4C,ST JOHN'S HEALTH CENTRE
93C,NHS NORTH CENTRAL LONDON CCG,RWK4D,GILBERT HITCHCOCK HOUSE
93C,NHS NORTH CENTRAL LONDON CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
99A,NHS LIVERPOOL CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
99C,NHS NORTH TYNESIDE CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
99C,NHS NORTH TYNESIDE CCG,RX4K3,GRANGE PARK CLINIC MONKMOUTH HOSPITAL SUNDERLAND LOCALITY
99E,NHS BASILDON AND BRENTWOOD CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
99F,NHS CASTLE POINT AND ROCHFORD CCG,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST
99G,NHS SOUTHEND CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
99M,NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
InvalidCode,Unknown,AJA,DOVER COUNSELLING CENTRE HQ
InvalidCode,Unknown,DH0,CITY AND HACKNEY MIND
InvalidCode,Unknown,NNF,CITY HEALTH CARE PARTNERSHIP CIC
InvalidCode,Unknown,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
InvalidCode,Unknown,TAF90,KINGSTON DRUG & ALCOHOL SERVICE
00L,NHS NORTHUMBERLAND CCG,RX4K3,GRANGE PARK CLINIC MONKMOUTH HOSPITAL SUNDERLAND LOCALITY
00V,NHS BURY CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
01A,NHS EAST LANCASHIRE CCG,AKR01,BLACKBURN CENTRE
01W,NHS STOCKPORT CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
02A,NHS TRAFFORD CCG,RWK4D,GILBERT HITCHCOCK HOUSE
02H,NHS WIGAN BOROUGH CCG,AM7,SIGN HEALTH (HQ)
02H,NHS WIGAN BOROUGH CCG,RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
02T,NHS CALDERDALE CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
02T,NHS CALDERDALE CCG,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST
02X,NHS DONCASTER CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
02Y,NHS EAST RIDING OF YORKSHIRE CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
03A,NHS GREATER HUDDERSFIELD CCG,NKI,TURNING POINT
03H,NHS NORTH EAST LINCOLNSHIRE CCG,AM7,SIGN HEALTH (HQ)
03K,NHS NORTH LINCOLNSHIRE CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
04Y,NHS CANNOCK CHASE CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
05H,NHS WARWICKSHIRE NORTH CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
05H,NHS WARWICKSHIRE NORTH CCG,RWK4D,GILBERT HITCHCOCK HOUSE
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
05R,NHS SOUTH WARWICKSHIRE CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
05X,NHS TELFORD AND WREKIN CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
05X,NHS TELFORD AND WREKIN CCG,RWK4D,GILBERT HITCHCOCK HOUSE
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
06T,NHS NORTH EAST ESSEX CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
06T,NHS NORTH EAST ESSEX CCG,RWK4D,GILBERT HITCHCOCK HOUSE
07G,NHS THURROCK CCG,RKL14,LAKESIDE UNIT
07L,NHS BARKING AND DAGENHAM CCG,AM7,SIGN HEALTH (HQ)
07P,NHS BRENT CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
07P,NHS BRENT CCG,RWK4D,GILBERT HITCHCOCK HOUSE
07W,NHS EALING CCG,RPG,OXLEAS NHS FOUNDATION TRUST
08C,NHS HAMMERSMITH AND FULHAM CCG,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST
08E,NHS HARROW CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
08G,NHS HILLINGDON CCG,RWK4D,GILBERT HITCHCOCK HOUSE
08N,NHS REDBRIDGE CCG,RV3AR,MILL HOUSE
08V,NHS TOWER HAMLETS CCG,RV3AR,MILL HOUSE
08Y,NHS WEST LONDON CCG,RV3AR,MILL HOUSE
10Q,NHS OXFORDSHIRE CCG,RV3AR,MILL HOUSE
10Q,NHS OXFORDSHIRE CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
10Q,NHS OXFORDSHIRE CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
11A,NHS WEST HAMPSHIRE CCG,NR5,LIVEWELL SOUTHWEST
11J,NHS DORSET CCG,AM7,SIGN HEALTH (HQ)
11J,NHS DORSET CCG,RKL14,LAKESIDE UNIT
11J,NHS DORSET CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
11J,NHS DORSET CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
11N,NHS KERNOW CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
11N,NHS KERNOW CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
13Q,NATIONAL COMMISSIONING HUB 1,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
13Q,NATIONAL COMMISSIONING HUB 1,NR5,LIVEWELL SOUTHWEST
13Q,NATIONAL COMMISSIONING HUB 1,NWC07,"VITA HEALTH GROUP: VITAMINDS BRISTOL, NORTH SOMERSET & SOUTH GLOUCESTERSHIRE"
13Q,NATIONAL COMMISSIONING HUB 1,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST
13T,NHS NEWCASTLE GATESHEAD CCG,RKL14,LAKESIDE UNIT
13T,NHS NEWCASTLE GATESHEAD CCG,RX3YE,THE BRIARY UNIT
14L,NHS MANCHESTER CCG,TAF88,CAMDEN IAPT
14Y,NHS BUCKINGHAMSHIRE CCG,NKI,TURNING POINT
15A,NHS BERKSHIRE WEST CCG,RWK4C,ST JOHN'S HEALTH CENTRE
15A,NHS BERKSHIRE WEST CCG,RWK4D,GILBERT HITCHCOCK HOUSE
15F,NHS LEEDS CCG,TAF88,CAMDEN IAPT
15M,NHS DERBY AND DERBYSHIRE CCG,NDC08,INSIGHT HEALTHCARE - NOTTINGHAM CITY
15M,NHS DERBY AND DERBYSHIRE CCG,NDC10,INSIGHT HEALTHCARE - DERBYSHIRE
15M,NHS DERBY AND DERBYSHIRE CCG,NDC18,INSIGHT HEALTHCARE MID NOTTINGHAMSHIRE
15M,NHS DERBY AND DERBYSHIRE CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
15N,NHS DEVON CCG,NKI,TURNING POINT
16C,NHS TEES VALLEY CCG,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST
16C,NHS TEES VALLEY CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
26A,NHS NORFOLK AND WAVENEY CCG,NIW,FAVERSHAM COUNSELLING SERVICE LTD
26A,NHS NORFOLK AND WAVENEY CCG,RKL14,LAKESIDE UNIT
26A,NHS NORFOLK AND WAVENEY CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
26A,NHS NORFOLK AND WAVENEY CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
36L,NHS SOUTH WEST LONDON CCG,RV3HC,IAPT SERVICES
36L,NHS SOUTH WEST LONDON CCG,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST
36L,NHS SOUTH WEST LONDON CCG,RWK4D,GILBERT HITCHCOCK HOUSE
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
70F,NHS WEST SUSSEX CCG,RPG,OXLEAS NHS FOUNDATION TRUST
71E,NHS LINCOLNSHIRE CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
71E,NHS LINCOLNSHIRE CCG,RV3AR,MILL HOUSE
78H,NHS NORTHAMPTONSHIRE CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
78H,NHS NORTHAMPTONSHIRE CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
84H,NHS COUNTY DURHAM CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
91Q,NHS KENT AND MEDWAY CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
91Q,NHS KENT AND MEDWAY CCG,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST
92A,NHS SURREY HEARTLANDS CCG,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST
93C,NHS NORTH CENTRAL LONDON CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
93C,NHS NORTH CENTRAL LONDON CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
99G,NHS SOUTHEND CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
InvalidCode,Unknown,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
00T,NHS BOLTON CCG,RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
01A,NHS EAST LANCASHIRE CCG,DA1,FREEFLOW COUNSELLING SERVICE
01T,NHS SOUTH SEFTON CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
01T,NHS SOUTH SEFTON CCG,W5N3Z,TALKING MATTERS SEFTON
01V,NHS SOUTHPORT AND FORMBY CCG,W5N3Z,TALKING MATTERS SEFTON
01Y,NHS TAMESIDE AND GLOSSOP CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
02E,NHS WARRINGTON CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
02M,NHS FYLDE AND WYRE CCG,RPG,OXLEAS NHS FOUNDATION TRUST
02T,NHS CALDERDALE CCG,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST
02X,NHS DONCASTER CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
03H,NHS NORTH EAST LINCOLNSHIRE CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
03L,NHS ROTHERHAM CCG,RKL14,LAKESIDE UNIT
03N,NHS SHEFFIELD CCG,RKL14,LAKESIDE UNIT
03Q,NHS VALE OF YORK CCG,RWK4D,GILBERT HITCHCOCK HOUSE
04C,NHS LEICESTER CITY CCG,RWK4D,GILBERT HITCHCOCK HOUSE
04F,NHS MILTON KEYNES CCG,AM7,SIGN HEALTH (HQ)
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
05W,NHS STOKE ON TRENT CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RKL14,LAKESIDE UNIT
06L,NHS IPSWICH AND EAST SUFFOLK CCG,RKL14,LAKESIDE UNIT
06N,NHS HERTS VALLEYS CCG,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST
06P,NHS LUTON CCG,RKL14,LAKESIDE UNIT
06P,NHS LUTON CCG,RPG,OXLEAS NHS FOUNDATION TRUST
06Q,NHS MID ESSEX CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
07H,NHS WEST ESSEX CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
07L,NHS BARKING AND DAGENHAM CCG,RV3AR,MILL HOUSE
07P,NHS BRENT CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
07W,NHS EALING CCG,RWK4C,ST JOHN'S HEALTH CENTRE
08C,NHS HAMMERSMITH AND FULHAM CCG,NIW,FAVERSHAM COUNSELLING SERVICE LTD
08C,NHS HAMMERSMITH AND FULHAM CCG,NKI,TURNING POINT
08C,NHS HAMMERSMITH AND FULHAM CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
08E,NHS HARROW CCG,RKL14,LAKESIDE UNIT
08F,NHS HAVERING CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
08G,NHS HILLINGDON CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
08N,NHS REDBRIDGE CCG,RKL14,LAKESIDE UNIT
08Y,NHS WEST LONDON CCG,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,RV5CG,SOUTHWARK PSYCHOLOGICAL THERAPIES SERVICES (SOUTHWARK IAPT)
10C,NHS SURREY HEATH CCG,NI385,WE ARE WITH YOU IN SURREY
10J,NHS NORTH HAMPSHIRE CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
10K,NHS FAREHAM AND GOSPORT CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
10Q,NHS OXFORDSHIRE CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
10X,NHS SOUTHAMPTON CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
10X,NHS SOUTHAMPTON CCG,RWK4D,GILBERT HITCHCOCK HOUSE
11A,NHS WEST HAMPSHIRE CCG,RWK4C,ST JOHN'S HEALTH CENTRE
11J,NHS DORSET CCG,NR5,LIVEWELL SOUTHWEST
11J,NHS DORSET CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
11M,NHS GLOUCESTERSHIRE CCG,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST
14L,NHS MANCHESTER CCG,8J724,LGBT FOUNDATION
14Y,NHS BUCKINGHAMSHIRE CCG,RKL14,LAKESIDE UNIT
15A,NHS BERKSHIRE WEST CCG,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",NR5,LIVEWELL SOUTHWEST
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
15F,NHS LEEDS CCG,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST
27D,NHS CHESHIRE CCG,RW501,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST HQ
36L,NHS SOUTH WEST LONDON CCG,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,NWC05,VITA HEALTH GROUP: VITA MINDS BASILDON & BRENTWOOD
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST
70F,NHS WEST SUSSEX CCG,NR5,LIVEWELL SOUTHWEST
70F,NHS WEST SUSSEX CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
70F,NHS WEST SUSSEX CCG,RDYLK,BOURNEMOUTH AND POOLE PRIMARY CARE MEDICAL TEAM
70F,NHS WEST SUSSEX CCG,RV3AR,MILL HOUSE
71E,NHS LINCOLNSHIRE CCG,RX3YE,THE BRIARY UNIT
84H,NHS COUNTY DURHAM CCG,RV5CH,LEWISHAM PSYCHOLOGICAL THERAPIES SERVICE (LEWISHAM IAPT)
91Q,NHS KENT AND MEDWAY CCG,NI382,WE ARE WITH YOU IN KENT & MEDWAY
91Q,NHS KENT AND MEDWAY CCG,RKL14,LAKESIDE UNIT
92A,NHS SURREY HEARTLANDS CCG,NI385,WE ARE WITH YOU IN SURREY
92A,NHS SURREY HEARTLANDS CCG,RV3AR,MILL HOUSE
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST
97R,NHS EAST SUSSEX CCG,RV3HC,IAPT SERVICES
99A,NHS LIVERPOOL CCG,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST
99A,NHS LIVERPOOL CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
99A,NHS LIVERPOOL CCG,RKL14,LAKESIDE UNIT
99E,NHS BASILDON AND BRENTWOOD CCG,RKL14,LAKESIDE UNIT
99G,NHS SOUTHEND CCG,RKL14,LAKESIDE UNIT
99M,NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG,RV3AR,MILL HOUSE
InvalidCode,Unknown,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST
InvalidCode,Unknown,RV5CJ,CROYDON PSYCHOLOGICAL THERAPIES SERVICE (CROYDON IAPT)
InvalidCode,Unknown,RWK4C,ST JOHN'S HEALTH CENTRE
InvalidCode,Unknown,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
00L,NHS NORTHUMBERLAND CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
00N,NHS SOUTH TYNESIDE CCG,RX34F,BOOTHAM PARK HOSPITAL - ADMIN
00N,NHS SOUTH TYNESIDE CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
00Y,NHS OLDHAM CCG,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST
02A,NHS TRAFFORD CCG,RW4,MERSEY CARE NHS FOUNDATION TRUST
02G,NHS WEST LANCASHIRE CCG,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST
02X,NHS DONCASTER CCG,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC
03A,NHS GREATER HUDDERSFIELD CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
03J,NHS NORTH KIRKLEES CCG,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST
03N,NHS SHEFFIELD CCG,NWC11,VITA HEALTH GROUP: VITAMINDS DERBY
03N,NHS SHEFFIELD CCG,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST
03Q,NHS VALE OF YORK CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
04F,NHS MILTON KEYNES CCG,NKI,TURNING POINT
05A,NHS COVENTRY AND RUGBY CCG,AM7,SIGN HEALTH (HQ)
05A,NHS COVENTRY AND RUGBY CCG,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST
05G,NHS NORTH STAFFORDSHIRE CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
05H,NHS WARWICKSHIRE NORTH CCG,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST
05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,RKL07,EALING IAPT
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
06A,NHS WOLVERHAMPTON CCG,RWK4D,GILBERT HITCHCOCK HOUSE
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,NDC08,INSIGHT HEALTHCARE - NOTTINGHAM CITY
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,NKI,TURNING POINT
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,RV3AR,MILL HOUSE
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST
06L,NHS IPSWICH AND EAST SUFFOLK CCG,AM7,SIGN HEALTH (HQ)
06L,NHS IPSWICH AND EAST SUFFOLK CCG,RWK4D,GILBERT HITCHCOCK HOUSE
06Q,NHS MID ESSEX CCG,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST
07T,NHS CITY AND HACKNEY CCG,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST
07W,NHS EALING CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
07Y,NHS HOUNSLOW CCG,RV5CK,LAMBETH PSYCHOLOGICAL THERAPIES SERVICE (LAMBETH IAPT)
08C,NHS HAMMERSMITH AND FULHAM CCG,RWK79,NEWHAM IAPT
08E,NHS HARROW CCG,RVNCG,LIFT PSYCHOLOGY SWINDON
08M,NHS NEWHAM CCG,RV3HC,IAPT SERVICES
08M,NHS NEWHAM CCG,RWK4D,GILBERT HITCHCOCK HOUSE
08V,NHS TOWER HAMLETS CCG,AJA,DOVER COUNSELLING CENTRE HQ
08V,NHS TOWER HAMLETS CCG,NWC10,VITA HEALTH GROUP: VITAMINDS DARTFORD
08V,NHS TOWER HAMLETS CCG,RV5CG,SOUTHWARK PSYCHOLOGICAL THERAPIES SERVICES (SOUTHWARK IAPT)
08W,NHS WALTHAM FOREST CCG,RWK4D,GILBERT HITCHCOCK HOUSE
08Y,NHS WEST LONDON CCG,RKL07,EALING IAPT
